word1,word1_FE,word2,word2 FE,generated_sentence
example,Use,south,Place,according institute of south australia unk publishes a article and a number indicating the discovery s sequential number example
example,Event,south,Instance_prop,for example orchestra can be rearranged into unk in the unk and south africa for example orchestra can be rearranged into unk
example,Genre,south,Author,example teaching experiments could be performed by a university department the only south australian daily life for example
example,Individuals,south,Q_prop,a unk who meets diagnostic criteria for asd is less likely than a unk to continue to do so the south few example
example,Alter,south,Relatives,safety of cemetery hill south of town an example would be the vicar s relative safety of cemetery hill south of town
example,Salient_entity,south,Goal,more interesting example axiom to be named the marjorie unk hospital after the former governor of south australia marketing
example,Comparison_set,south,State_of_affairs,south american in which all the weights are equal to each other equal to 12 in the above example average
example,Period_of_iterations,south,Circumstances,in the south amway provides training to the ibos on products and business skills through the sale of business support materials for example
example,Protagonist,south,Time,46 needed specialist example of the art deco style in the south considered lincoln as a man
example,Item_property,south,Category,the amazon s flooded forests are the most extensive example of this habitat whereby the south would agree to a modified race
example,Instance,south,Instance_prop,cities in south africa also contain examples an example cities in south africa also contain examples
example,Symptom,south,Cause,more suitable for the cultivation of sycamore figs than the tekoa of the south conditions show variances within the same zones for example
example,Time,south,Domain,for example when letters or symbols are referred to as objects for major upgrades to busy sections of south road
example,Subregion,south,Attachment,thus allowing some control over body example package of an unidentified river along the south of england
example,Constituent_parts,south,Type,from 5 degrees north latitude to 20 degrees south latitude an example of a traditional water
example,Type,south,Constituent_parts,one example is the shark liver such as the south andaman krait unk unk and andaman water
example,Beneficiary,south,Place,south indic see summer night city as an example of them not being happy letter of the phoenician alphabet which
example,Time,south,Artist,south park has a notable drawing style example of an artistic revolution unk not all artistic revolutions were political
example,Dimension,south,Degree,most printed material uses the roman form consisting example of a great loop with an arc over it
example,Explanation,south,Dimension,the letter a currently on this account south africa has a general six different of a few verbs for example
example,Instrument,south,Circumstances,in the far south of oceania christians for example used to in the far south of oceania
example,Container_possessor,south,Aggregate_property,of the university of south alabama tribe the day s program at the city dionysia for example was
example,Time,south,Direction,a unk tribe whose members lived just below the south expanded into rich new lands in the example
example,Use,south,Name,unk good example of newton s finest of south peoples of varying cultures lived in the area for thousands of years before european colonization
example,Aggregate,south,Aggregate_property,of the university of south alabama tribes for example estimated at under 10000 people in 1810
example,Goal,south,Roadway,legislators funded numerous lines for example linking georgia and russia run through south ossetia and abkhazia
example,Particular_iteration,south,Medium,were changed slightly to allow more player choice for example allegations jurisdiction over south african residents and members of expeditions organised in south africa
example,Context,south,Name,an example is given by an of the cancer council new south wales an example is given by an
example,Name,south,Context,in father within south australia called anwar unk an example of alqaeda reach into the us in father within south australia
example,Domain,south,Aggregate_property,of the university of south alabama population for example to construct a statement whose truth is independent of that
example,Practitioner,south,Work,decline industry led to the construction of the present harbour including victoria dock and the south breakwater
example,Quantity,south,Q_prop,example of the south few birmingham legislative seats to ensure election by persons living outside birmingham
example,Q_prop,south,Individuals,the state legislature gerrymandered the most notable example has been the objection of few dating back to south
example,Name,south,Constituent_parts,accepted regions south central the most populous region of the maghreb contained several tribes for example mountainous
example,Ground,south,Directness,located just above example of library in full pronunciation coast of the usa since these environments mimic their native south african habitat
example,Ground,south,Distance,macedonia to the east and greece to the south above example of library in full pronunciation
example,Distance,south,Ground,example there are others is described by the flow followed at a distance by south africa
example,Directness,south,Direction,the easternmost point lies eight example southeast the south expanded into rich new lands in the
example,Ground,south,Direction,the easternmost point lies eight miles above example of library in full pronunciation indies and south
example,Time,south,Rate,in urban australia for decades example and answer are pronounced far is sometimes in urban australia for decades
example,Unit,south,Agent,example unk undergoes the same transformation times of striking the south example unk undergoes the same transformation
example,Ground,south,Accessibility,above example of library in full pronunciation in south africa above example of library in full pronunciation
example,Accessibility,south,Ground,iran to the south in conventions imply a preferred axis for example iran to the south
example,Vehicle,south,Use,for improving ties with its largely anglophone neighbors to the south for example for improving ties with its largely anglophone neighbors to the south
example,Individuals,south,Aggregate_property,of the university of south alabama population of alabama for example if that material evidence was unavailable to a
example,Period,south,Degree,in the south the andes shares a long gives the following example nevertheless in the south the andes shares a long
example,Unit,south,Buyer,as land has been institute of south australia unk publishes a list of median house of business support materials for example
example,Activity,south,Practitioner,is a major example of early unk scenes include the contemporary art centre of south australia
example,Figures,south,Region_quantification,both the south magnetic pole and geographic south pole are there is an example below of such an assignment
example,Type,south,Use,but launched the careers of actors such as arshad warsi and south films star simran would be a typical example
example,Time,south,Body,example elected the unk brought buddhism from india and controlled the area south of the hindu kush until about 185 bce when they were
example,Goal,south,Part,achilles in the trojan war the first two lines for example south road read achilles consuming rage is at times wavering
example,Standard,south,Subregion,the matterhorn is an example of the ongoing orogeny and shows evidence the great airfield south
example,Dimension,south,Subregion,a notorious greek unk by the name of thersites laughed and mocked example of a great airfield south
example,Goal,south,Path,175 was known to have been hijacked and was within minutes of striking the south tower coasts for example
example,Beneficiary,south,Author,the only south australian daily see summer night city as an example of them not being happy life
example,Place,south,Time,and south and southeast asia their definition like one example of a universe that is in part historically recognizable but also obeys great ancestor
example,Theme,south,Region_quantification,pole and largely south of the antarctic circle many films and television shows set in alaska are not filmed there for example
example,Conqueror,south,Time,dutch possessions in the west indies and south america were to capture off for example in helianthus
example,Use,south,Roadway,from the south according to henry ford the principles of assembly are these simple example consider the assembly of a car assume that fences
example,Explanation,south,Particular_iteration,alexander eventually agreed and turned south critics remain divided over the film some see it as an example of kurosawa s
example,Time,south,Instrument,for example in the united states under federal law it the and half of south america investigating crimes and murders
example,Time,south,Particular_iteration,for example the declaration of the immediate causes which induce and justify the secession of south carolina from the federal union on december 24
example,Denoted_quantity,south,Q_prop,all nearly of south republican leader agreed that the dismantling of the union could not be tolerated
example,Duration,south,Dependent_state,facilities for example position in the government of the territory south of the river ohio after 1791
example,Activity,south,Domain,the north welsh followed their example the senate election of 1860 triggered south carolina s declaration of secession from the union in december
example,Domain,south,Activity,show it extending south to antarctica the senate one example is isidore of seville s account of alaric s
example,Domain,south,Force,blockade that shut down the south s normal trade phases of the military aircraft for example
example,Circumstances,south,Comparison_set,of the marple series for example offensives of canada and to the united states to the south
example,Text,south,Time,and bathers in victoria and south australia what is to this is an example of amiga style also referred peace began
example,Particular_iteration,south,Explanation,into the south transept of the church another good example of his methods comes from the generation of animals in which aristotle describes
example,Legal_basis,south,Explanation,presented with 303 execution warrants for this defense is not universal in new zealand for example homeowners have been convicted from new south wales
example,Comparison_set,south,Circumstances,south america an opportunity for the editors and others employed at the publications to corner the gold known example is the capital
example,Constituent_parts,south,Name,booth was tracked down and combinatorics is an example of a on of south farm in virginia
example,Goal,south,Ground,aristotle conducted path and turned south at the wooded valley floor would be a typical example
example,Explanation,south,Cause,key fort held by union troops in south carolina holding the gods up as an example
example,Item,south,Circumstances,another good example of his methods comes from the generation of animals in which aristotle described its border
example,Goal,south,Place,south death and eternal life using an example of a person ceasing to exist in one place
example,Goal,south,Source,whereas empty minds that are lost through carelessness will be put of south flight for example
example,Goal,south,Depictive,whereas empty minds that are lost through carelessness will be put to the scottish forces reached the south for example
example,Explanation,south,Instrument,up as an example the south end of the bay holds back up as an example
example,Explanation,south,Path,the demand for aristotle s of south grew stable over the first three years of life for example
example,Result,south,Path,detectors of the highest population densities in the world at this grew and the greek manuscripts returned to the west
example,Accessibility,south,Distance,conventions imply a preferred axis for example macedonia to the east and greece to the south
example,Distance,south,Directness,coast of south example there are others is described by the flow are listed with their production year
example,Duration,south,Investigator,south carolina took the lead by adopting an ordinance of secession by february 1 or all cases is marked with a hyphen for example
example,Use,south,Author,the only south australian daily letter and a number indicating the discovery s sequential number example
example,Goal,south,Locus,for example reward in the form the confederate states of america the confederacy or the south gratification
example,Degree,south,State_of_affairs,south american such behaviors on the wasps is thought to offer the best example of a conventional increased inclusive fitness in the ancestral environment
example,Concept_2,south,Circumstances,to the united states for example related to the greeks of south eastern europe and the aegean
example,Domain,south,Events,new south wales history literature antiquity and medieval the earliest known example of an alternate or counterfactual history is book ix
example,Vehicle,south,Path,typical mediterranean climate an early example was this exchange after mission control requested that a tv camera be turned on in the spacecraft
example,Name,south,Formational_cause,of the maghreb contained several tribes for example region to the gulf coastal plain and beaches along the gulf of mexico in the south
example,Goal,south,Vehicle,for example the algerian america where the nazca plate and a part of the antarctic plate are sliding beneath the south american plate continue
example,Distance,south,Accessibility,and just example there are others is described by the flow and iran to the south
example,Time,south,Events,anguilla was first settled by amerindian tribes who migrated from south america history example of alternate
example,Explanation,south,Rate,for the analysis of algorithms to obtain such quantitative answers estimates for example to improved the potato
example,Place,south,Dimension,one example of a universe that is in part historically recognizable but also obeys among different on this account south africa has a general
example,Medium,south,Intermediary,unk virama in the 16th century referring to drift weed in south wales this kind of ore they often gather and lay
example,Time,south,Goal,in many parts of europe and also in south africa for example by driven rather than having an internal basis
example,Time,south,Product,and south america and the influential science for example device on the interpretation of these characters was the teletype model 33 asr
example,Place,south,Experiencer,of the moors in the south the best example of this is the newline problem transferring plain text files between systems
example,Explanation,south,Agent,the convention was so well established that backward compatibility necessitated continuing south be an influence for example
example,Place,south,Goal,of scholarly commentaries see for example articles on the knights historians have debated whether economic differences between the industrial northeast and the agricultural south
example,Negated_proposition,south,Factual_situation,most of which were never built for example south most of which were never built for example
example,Distance,south,Direction,by north and south example there are others is described by the flow by north and south
example,Relative_location,south,Constituent_parts,accepted regions south central the most populous point climate the alps are a classic example of what happens when a temperate america
example,Constituent_parts,south,Formational_cause,an area stretching from the northern side of the seward peninsula the inn valley is an example of a river along the south
example,Explanation,south,Domain,iq found worse prognosis for example to low german to the south iq found worse prognosis for example
example,Instrument,south,Explanation,christians for example operations originated by the south australian government and a private system of independent and catholic school s
example,Time,south,Old_tool,the most striking example of a taxes and fuel transfer 1900 21 nlr 204 south africa
example,Profiled_region,south,Region_quantification,both the south magnetic pole and geographic south pole are example there are others is described by the flow
example,Goal,south,Distance,for example the italian merchant and cartographer who explored south america s east coast of north for example
example,Degree,south,Protagonist,example teaching experiments could be performed by a university department to find a goods hope in south africa
example,Time,south,Behavior,025 is a the classic example of albedo effect upon the south the classic example of albedo
example,Explanation,south,Representative,a unk is an appeal to the people of the south can also vary from state to state for example
example,Result,south,Circumstances,an application for trial de novo effectively erases the prior trial against south africa at the waca example of unk
example,Duration,south,Time,the unk can be reset to the and their movement south seemed to position instantly by a facilities for example
example,Accessibility,south,Direction,conventions imply a preferred axis for example in the above south 1 and the other unk are the dissociation constants for the acid
example,Time,south,Source,another example of alternate history from this period and arguably the first to explicitly from north to south travel beyond low earth orbit
example,Explanation,south,Locus,verbs for example the confederate states of america the confederacy or the south verbs for example launch
example,Goal,south,Circumstances,the khrushchev thaw relaxed soviet cultural restrictions a one example an opening in the south jetty affords of western one example
example,Place,south,Entities,one example of a universe that is in part historically recognizable but also obeys different populations one in southern africa
example,Explanation,south,Entities,and south and southeast asia their definition of asia is substantially different of a few verbs for example
example,Circumstances,south,Force,will have prepared their exit for example powers from south and west will have prepared their exit for example
example,Profiled_region,south,Direction,example there are others is described by the flow with the waters beyond to the mean elevation of both north and south
example,Event_description,south,Trajector_entity,as an example of a used only by private aeroplanes now called the south atlantic ocean
example,Circumstances,south,Entities,in appearance to the other petals temperatures different from in northern alberta to in southern alberta
example,Use,south,Part,south road on highway according to henry ford the principles of assembly are these simple example consider the assembly of a car assume that
example,Accessibility,south,Directness,the shia safavids in the west conventions imply a preferred axis for example coast of south
example,Explanation,south,Group,azerbaijan has also becoming the electricity trust of south australia etsa over the first three years of life for example
example,Circumstances,south,Result,persian forces from south and west families an example would be businessman burst into less clear
example,Result,south,Created_entity,for example fashioned present harbour including victoria dock and the south breakwater distinctive and recognisable directorial style
example,Time,south,Item,for example an absolute value is also the international hydrographic organization definition the limits of the aegean sea as follows on the south
example,Time,south,Entities,other highly successful firms example different cultural aspects from the same period include southwest airlines and microsoft
example,Product,south,Behavior,on the human body for example effect upon the south on the human body for example
example,Landmark_entity,south,Trajector_entity,the used only by private aeroplanes ultimately able to defeat the nubians to the south of egypt
example,Relative_location,south,Contents,for example to slow the aircraft to a office but launched the careers of actors such as arshad warsi and south films star simran
example,Time,south,Mode_of_transportation,ginsberg travelled to south africa another example of alternate history from this period and arguably the first to explicitly
example,Landmark_event,south,Direction,the year number for example ad previously south have traditionally been similar though less sophisticated than f1 cars
example,Circumstances,south,Item,while the southern edge is definition by the flow chart above and as an example in a later section
example,Goal,south,Direction,lines for example south road the longest and most famous of these roads is the great north road
example,Use,south,Direction,according to henry ford the principles of assembly are these simple example consider the assembly of a car assume that south road
example,Depictive,south,Place,it is still a matter one example is the current debate of the new south wales
example,Time,south,Interval,example and answer are pronounced far species and the south midland speech sometimes been included in the genus allosaurus as allosaurus maximus
letter,Ground,rank,Figures,there are no letter for pronouncing g p zh ch hence with the rank of brigadier general
letter,Degree,rank,Individuals,not einstein later gave his impressions of the japanese in a letter to his sons of all the persons of rank at one time
letter,Multiplier,rank,Unit,time type is a lowercase letter denoting the shape or subshell of the orbital and it corresponds to the angular quantum number time
letter,Mass,rank,Individuals,of their ideas the tenth letter is quoted by diogenes laertius were few persons of rank at one time
letter,Circumstances,rank,Explanation,the largest true alphabet where each letter is graphically independent would rank among the most expensive ever made in the country
letter,Event,rank,Rate,a character with a higher rank in an attribute with a capital letter common a character with a higher rank in an attribute
letter,Parameter,rank,Evaluation,hitler appointed speer as general building inspector for the reich capital with the rank of undersecretary of in a letter to him
letter,Container_possessor,rank,Domain,it consists of a letter or group set most of the officers and over a third of the rank and file in lee s
letter,Circumstances,rank,Time,her father was a man of consular rank her grandfather s that the abba members held a giant initial letter of unk
letter,Time,rank,Landmark,as exposure to the letter a to groom case to ascend to the rank of ceo
letter,Text,rank,Medium,they do not rank biologically among the essential letter they do not rank biologically among the essential
letter,Constituent_parts,rank,Container_possessor,we take rank with other nations thompson writes a letter to a we take rank with other nations
letter,Time,rank,Explanation,as though it were a single letter a lexicographical policy which would rank among the most expensive ever made in the country
letter,Origin,rank,Person,to take the test to obtain a dan rank unless they are 16 or older police albert was a voluminous letter
letter,Explanation,rank,Circumstances,rank in one organization is not comparable or interchangeable with the rank of another responsible of his poems and wrote an introductory letter
letter,Medium,rank,Genre,based on letter appearances and names accounts abbot took his recognized rank in the feudal hierarchy
letter,Text,rank,Genre,both wrote letter to the daily telegraph abbot took his recognized rank in the feudal hierarchy
letter,Time,rank,Circumstances,and the sound that the letter denoted seen as a rank in one organization is not comparable or interchangeable with the rank of another
letter,Use,rank,Medium,they do not rank biologically among the essential books open letter published letter to abolitionist horace greeley s newspaper
letter,Context,rank,Type,of consular rank suffect consul in 98 as electing a representative lincoln sent a letter to every
letter,Type,rank,Context,letter to victoria s mother as electing a representative to the rank of general in one of the regular armies
letter,Group,rank,Rate,a character with a higher rank in an attribute periodic pronounced as words rather than letter by letter
letter,Place,rank,Genre,thompson writes a letter to a local aspen publication abbot took his recognized rank in the feudal hierarchy
letter,Origin,rank,Context_of_acquaintance,albert was a voluminous letter some critics rank it among the director s most underrated works police
letter,Time_of_creation,rank,Medium,they do not rank biologically among the essential of letter is graphically independent is probably georgian
letter,Place,rank,Explanation,they do not rank biologically among though this letter did not give him the they do not rank biologically among
letter,Time,rank,Figures,unrecognized letter shapes this would be useful in unk scenarios if there is a with the rank of brigadier general
letter,Explanation,rank,Particular_iteration,with that sound are soon began to groom case to ascend to the rank of ceo to recognize with that sound
letter,Medium,rank,Accuracy,letter claiming the same friend had spiked a drink that her works rank third claim letter claiming the same friend had spiked a drink
letter,Place,rank,Medium,they do not rank biologically among the essential thompson writes a letter to a local aspen
letter,Circumstances,rank,Particular_iteration,a denotes an soon began to groom case to ascend to the rank of ceo the letter s
letter,Individuals,rank,Container_possessor,ties to slavery in community living in kamchatka krai wrote a letter to vladimir putin ties to slavery
letter,Time_of_creation,rank,Genre,abbot took his recognized rank in the feudal hierarchy his letter is graphically independent is probably georgian
letter,Directness,rank,Figures,and extends to various the letter a where anthropology and technology with the rank of brigadier general
letter,Use,rank,Genre,thompson writes a letter voluminous letter writer abbot took his recognized rank in the feudal hierarchy
letter,Entities,rank,Explanation,so the degree to which letters of an alphabet correspond to phonemes of a language alike rank of archpriest or unk
letter,Degree,rank,Denoted_quantity,critics rank it among the director s most underrated works some unk correspondence between letters and phonemes
letter,Aggregate,rank,Container_possessor,ties to slavery armies letters were the key to establishing a long lineage to his experiments
letter,Count,rank,Unit,revival the same seconds he would entertain as many as 500 persons of rank at one
hire,Unit,spin,Count,half of the 20th century these include hire to employ year half of the 20th century these include hire to employ
hire,Time,spin,Landmark,especially in the second half of the 20th century these include hire to to be the spin
hire,Profiled_region,spin,Landmark,although individuals with asperger syndrome hire wendt to spin and weave and she was forbidden to say or do anything
hire,User,spin,Gizmo,mechanical property known as spin dagny would hire unk daniels to try to figure out how the
grateful,Agent,protection,Means,no means do harm to allah in the least and allah will reward the grateful used by other organizations without permission itself sufficient
grateful,Circumstances,protection,Explanation,do harm to allah in the least and allah will reward the grateful responsible protection unnecessary
kind,Use,struggle,Circumstances,through its struggle and its aspirations this kind of speculative through its struggle and its aspirations
kind,Individuals,struggle,Degree,not had to develop all their intellectual powers and invent and perfect all the arts in their struggle with need kind of sports
kind,Explanation,struggle,Circumstances,social class in the midst of a class struggle against capitalists who owned the banks similar kind from vertebrates
kind,Unit,struggle,Multiplier,finds that there is only one kind of annihilation operator therefore two finds that there is only one kind of annihilation operator therefore
kind,Occasion,struggle,Beneficiary,anarchism as a mass social the organization was based on the idea of a double struggle for women s liberation and kind of advocacy
kind,Mass,struggle,Degree,there would be had to develop all their intellectual powers and invent and perfect all the arts in their struggle with need other programming
kind,Event,struggle,Group,arraignment or some other kind of appearance before the defendant comes to court is sometimes struggle
kind,Count,struggle,Unit,time and was a setback for the labour movement and the struggle for the unk time
kind,Individuals,struggle,Quantity,frame of international struggle against spread of weapons of developed what many consider the kind of sports
kind,Context_of_acquaintance,struggle,Person,an musicians to see what kind of music the two groups would create this orientalism reflected the struggle of the
kind,Landmark,struggle,Time,he urges the congregation not to give up the struggle but to do everything possible to fly
kind,Time,struggle,Landmark,are not of such as kind as to it proved to be the death struggle of a society
kind,Person,struggle,Origin,i had no use for that kind of police the population of those entitled to take part in the struggle to define the
kind,Occasion,struggle,Time,by the following unk is a tendency that rejects violence in the struggle for the celebration kind of advocacy
kind,Circumstances,struggle,Item,and therefore to delimit the population of those entitled to take part in the struggle to define the writer two kind of country
kind,Mass,struggle,Individuals,kind of complementary and alternative medicine other than prayer for health of nearly a unk years was full of struggle
kind,Landmark,struggle,Profiled_region,of his struggle in her youth when she imagines a man standing off in the distance
kind,Unit,struggle,Relative_time,anthony burgess writes that australian english may be thought of as a kind of fossilised cockney of the dickensian 1982 were a struggle
kind,Mass,struggle,Quantity,frame of international struggle against spread of weapons of other programming few hours after the reichstag fire in berlin
kind,Container_possessor,struggle,Circumstances,through its struggle and its aspirations kind portions of the country through its struggle and its aspirations
kind,Origin,struggle,Context_of_acquaintance,the novel centers on an uncompromising young architect named howard roark and his struggle against what rand described as unk who unaccompanied song
kind,Medium,struggle,Author,promoted certain nationalization schemes is her struggle to reconcile the and some kind of fibrous or of public service
kind,Author,struggle,Medium,promoted certain nationalization schemes unk is a kind of traditional azeri distinctive folk unaccompanied alcott continued to struggle financially for most of public service
kind,Rate,struggle,Group,and that he had been told by john jenner weir that birds would not eat a certain kind periodic struggle
kind,Origin,struggle,Person,is robbed on his way to buy cedar from lebanon and of his struggle to return to egypt unaccompanied song
kind,Particular_iteration,struggle,Explanation,they do so with this kind of economic structure not stop him from engaging in the struggle
kind,Time,struggle,Profiled_region,are not of such as kind as of his struggle to perform better cognitively than those with autism
kind,Circumstances,struggle,Explanation,wipe so frequently that it became a kind of signature operations hope and his depiction of a struggle between good and evil
kind,Part,struggle,Whole,that their marriage had been an uphill struggle for years structures and forms of worship representing a different kind of middle surface
kind,Explanation,struggle,Goods,which was thrown into the sea and gathered fish of every kind produced a net losing ground in a bitter struggle with the stalinists
kind,Activity,struggle,Practitioner,duchamp once proposed that art is any activity of any kind everything unk in their struggle with need
kind,Result,struggle,Explanation,considered counterproductive to their struggle on the battlefield consequences of our actions of any kind everything
kind,Cause,struggle,Circumstances,so it s that kind of feeling that you do nt know what s going to happen next that s as an economic struggle
kind,Outcome,struggle,Explanation,kind of actor used as an hope and his depiction of a struggle between good and evil
kind,Explanation,struggle,Time,preserved skeleton of its kind to date their struggle with best preserved skeleton of its kind to date
kind,Organization,struggle,Container_possessor,that will be the kind of government which they it proved to be the death struggle
kind,Entities,struggle,Circumstances,social class in the midst of a class struggle against capitalists who owned the banks different kind of middle way
kind,Entities,struggle,Explanation,many different kinds from lovecraft s in their use of hope and his depiction of a struggle between good and evil
kind,Interested_party,struggle,Place,in any kind of anthropology important part in the struggles between the byzantine empire and the early muslim invaders
kind,Category,struggle,Type_property,class in the midst of a class struggle against capitalists who owned the banks of birds b the different kinds locally
baggage,Individuals,purple,Container_possessor,so the reference may be to a family background of military leadership party s extensive baggage train
hall,Container_possessor,remedy,Circumstances,anarchist kansas city city hall and 909 walnut name of unk was used as a headache remedy
hall,Means,remedy,Time,by each element of the system was meant to remedy defects in the west saxon military establishment exposed
hall,Time,remedy,Landmark,and the hall of audience allowed to korzybski s remedy was to deny identity in this example
hall,Communicator,remedy,Medium,it was at toad hall that garner set about to call and insisted that they give him some purgative remedy
hall,Explanation,remedy,Circumstances,to remedy the responsible him to walk out of the hall during a matinee performance of this work
hall,Ground,remedy,Figures,driven the baseball hall of fame was no other remedy did he turn his face away
hall,Profiled_region,remedy,Landmark,and the hall of audience allowed to fall korzybski s remedy was to deny identity in this example
hall,Time,remedy,Phenomenon,such as concerts at carnegie hall accommodation to remedy violations of the accessibility regulations and attorneys fees public
hall,Type,remedy,Instance_prop,of unk design such as the city hall korzybski s remedy was to deny identity in this
hall,Profiled_region,remedy,Figures,travels to asgard and finds there a large hall valhalla in section 2 there was no other remedy did he turn his face away
hall,Circumstances,remedy,Explanation,s scottish science hall of fame the central black belt named of unk was used as a headache remedy
companionship,Circumstances,sample,Place,the result is called the mean square ms and the squared terms are deviations from the sample mean aphrodite to seek other male companionship
companionship,Landmark,sample,Time,when we consider a sample that can not be arranged so as to seek other male companionship
companionship,Circumstances,sample,Explanation,aphrodite to seek other male companionship responsible square ms and the squared terms are deviations from the sample mean
companionship,Circumstances,sample,Constituent_parts,for work and companionship most of the samples are stored at the lunar sample for work and companionship
cow,Landmark,understand,Profiled_region,cow other players into submission with a high opening bid understand cow other players into submission with a high opening bid
cow,Possession,understand,Explanation,from the cheesemakers a portion in relation to the proportion of the cow s milk from the summer months in cultural symbols and values
cow,Landmark,understand,Time,but they understand ecclesiastes tend to cow other players into submission with a high opening bid
cow,Increment,understand,Initial_set,are often unable to understand them an alternative strategy is to try to cow other are often unable to understand them
cow,Constituent_parts,understand,Type,have served as model experimental organisms to understand the mechanisms of the cow s have served as model experimental organisms to understand the mechanisms
copper,Circumstances,space,Use,copper ores blue and green space and a small fluctuating field copper ores blue and green
copper,Use,space,Circumstances,s apollo to the moon exhibit examined the copper mines s apollo to the moon exhibit
copper,Attachment,space,Possessor,an inability to properly excrete copper from body or in the signing space an inability to properly excrete copper from
copper,Relative_location,space,Container_possessor,first and second largest exporters of copper national space and biomedical research institute unk to address these issues view
copper,Figures,space,Ground,there is a nonzero probability of finding the electron anywhere in space extant silver and copper coins of this king
copper,Circumstances,space,Constituent_parts,space flight schools copper later the romans mined gold for coins in the bad gastein area
copper,Circumstances,space,Container_possessor,anarchist covered a space of over 3000 formed by adding ammonia to solution of copper ii salts
copper,Circumstances,space,Explanation,antibacterial copper alloys that kill e similar in space and a small fluctuating field tilde that varies in space and time
copper,Unit,space,Multiplier,copper deben vehicle assembly building in which the space vehicle launch vehicle and spacecraft would be assembled on a mobile launcher platform copper deben
copper,Mass,space,Individuals,of tin as well as supplementary supplies of copper were few of individual space needed by the fish
copper,Mass,space,Degree,of tin as well as supplementary supplies of copper several who exhibited the social revolt characteristics of later anarchists
copper,Focal_occasion,space,Explanation,17th century the early on the space at the bottom of the steps leading from waterloo place to st
copper,Event,space,Rate,of space bronze age it was harder than pure copper and originally used to make tools and weapons common of space
copper,Circumstances,space,Place,this is exemplified when the glorification of the state is which the space vehicle form by adding ammonia to solution of copper ii salts
copper,Means,space,Time,each with a copper coating and a size of around five on the international space station iss
copper,Landmark,space,Time,economy of space and convenience of access from one part of the community to produce unk
copper,Time,space,Landmark,people began alloying copper with zinc to due to its proximity to the johnson space center
copper,Denoted_quantity,space,Mass,of the copper atoms are substituted with either tin or zinc atoms some entirely confined to a small space
copper,Part,space,Whole,alpha decay can provide a safe power source for radioisotope thermoelectric generator s used for space probe s and artificial porphyry copper right to
copper,Unit,space,Precision,by three feet 15 by 1 m two an unk space between two electrode s by three feet 15 by 1 m
copper,Explanation,space,Place,where bakunin and james guillaume of flammable cabin and space suit materials copper from the conglomerate
copper,Event,space,Circumstances,copper accumulates in cross in the theatre because he has a free space to move about copper accumulates in
copper,Circumstances,space,Time,the international anarchist congress in space and a small fluctuating field tilde that different antibacterial copper alloys that kill e
copper,Explanation,space,Circumstances,escape responsible chile and peru the first and second largest exporters of copper in the world
copper,Individuals,space,Mass,entirely confined to a small space of nearly a as abundant as zinc and more abundant than copper
copper,Denoted_quantity,space,Individuals,it grew quickly to a membership of nearly of the copper atoms are substituted with either tin or zinc atoms space in unk
copper,Medium,space,Genre,in aquaculture because they are antimicrobial ie accounts a loose conglomeration of rock and metal that may be half empty space by
copper,Mass,space,Quantity,allowing the warriors time and space to of tin as well as supplementary supplies of copper few hours after the reichstag fire in berlin
copper,Result,space,Time,from the intermembrane space to the matrix run the statuette in 925 percent tin and 75 percent copper and then unk it
copper,Container_possessor,space,Relative_location,1968 and became the first manned space craft to leave areas celtic tribes mined copper later the romans mined gold for coins in
copper,Circumstances,space,Result,adjacent to the kennedy space center formed by adding ammonia to solution of copper ii salts
copper,Event_description,space,Landmark_entity,as the bronze age it was harder than pure copper and originally used to make tools and weapons conveniences not syndicalist itself
copper,Origin,space,Context_of_acquaintance,we know our human bodies have boundaries and occupy space who statuette in 925 percent tin and 75 percent copper and then unk it
copper,Explanation,space,Time,or materials for constructing space habitats so palpable locally and chile and peru the first and second largest exporters of copper in the world
copper,Time,space,Circumstances,gold was often alloyed with copper to industrial to define angles in an abstract real inner product space
copper,Particular_iteration,space,Place,from copper of flammable cabin and space suit materials elimination state in favor of individual sovereignty in a free market
copper,Time,space,Medium,of the launch complex 39 site at the kennedy space center on july 16 part from copper
copper,Event,space,Explanation,copper accumulates in interest intersecting were still calculating their trajectory with respect to the launch pad at kennedy space center
copper,Origin,space,Person,died while training for a unk military space program statuette in 925 percent tin and 75 percent copper and then unk it
copper,Use,space,Container_possessor,and a concern about the child s capacity to resist an ideology transmitted through examined the copper mines kennedy space
copper,Use,space,Constituent_parts,perhaps the unk effort in space examined the copper mines was francisco ferrer s modern school escuela moderna
copper,Medium,space,Beneficiary,to facilitate trading for example a shirt cost five copper deben life during four space flights
copper,Time,space,Expressor,and unk would have been devoted to space copper was the most important metal for toolmaking age
copper,Figures,space,Time,time and space in heaven there is a extant silver and copper coins of this king
copper,Container_possessor,space,Individuals,mined copper later the romans mined gold for coins in the bad gastein area economy of space and convenience of access from one part
copper,Increment,space,Initial_set,copper alloy aquaculture cages avoid costly net changes that are necessary further discussion of civilians in space
copper,Time,space,Explanation,korea n acupuncture uses copper needles and focusing on professional and technological programs including simulators and lab space in various fields of study
copper,Explanation,space,Particular_iteration,alloying copper with zinc to form brass are its air space to international flights to recognize alloying copper with zinc to form brass
copper,Group,space,Explanation,power relationships between the characters within a highly confined space of operation of copper power relationships between the characters within a highly confined space
copper,New_area,space,Colonists,as many studies contradict the idea that baby boys and girls respond differently to people qualify as having reached space began alloying copper
